"DMI Wooden Slide Transfer Board, 440 lb Capacity Hea  ...",$24.27,4.9/5.0,https://www.walmart.com/ip/DMI-Wooden-Slide-Transfer-Board-440-lb-Capacity-Heavy-Duty-Slide-Boards-for-Transfers-of-Seniors-and-Handicap-30-x-8-x-1-2-Cut-Out-Handles/32427492,"This DMI Deluxe Wood Transfer Board with Cut-Outs is a convenient method for safely transferring patients. It's made of 0.75&quot; wood that's sealed and coated to protect it against environmental factors. Two cut-outs make the transfer board wheelchair to toilet easy to grip and carry. It's 30&quot; x 8&quot; in size and supports patients up to 440 lbs. This DMI transfer board is a useful mobility aid to help patients maintain more of their independence. The top layer coating on the wood reduces friction to allow for easier and freer movement off of the unit. This wheelchair transfer board is ideal for both private homes and for use in institutions. This product is compact enough to hold on your lap while you wheel around, or to pack away in your luggage. This unisex product is suitable for use by both male and female patients.",Best price for great quality board
Medline Tool-Free Bed Assist Bar with storage bag,$29.75,4.7/5.0,https://www.walmart.com/ip/Medline-Tool-Free-Bed-Assist-Bar-with-storage-bag/21782273,The Medline Bed Assist Bar features a soft grip for comfort and full length legs and straps for added safety. It's designed to provide help for getting in and out of bed. This Medline assist bar is easy to install without the need for tools. The simple push-button adjustment lets you slide the legs and soft grip handle up and down to provide a custom fit.,"I have always needed help getting in and out of bed after I became permanently disabled after my strokes however I have never found anything to help me get in and out of bed until now. This Medline bed assist bar is really super helpful in more ways than one.
I can pull my wheelchair up to the bed and instead of using my one good leg to make a leap for the bed I can now grab hold of the handle of the bed assist bar and swing to the bed. LOL it sounds funny but it's bad when you only have one semi good leg and 1 semi good arm, so you do what you have to do. Anyway I canhold on to it when I lay down and it is super helpful when I want to sit up. There is also a magazine/paper holder on the side so if I don't want to get out of bed for a book or whatever since it's so hard I just have to reach around to get it.
It says in the directions that it's not for keeping people in bed from rolling out however I roll out and it has kept me in and I weigh 175 so that really is another good point.
It is a light brown and very light weight, there is 1 piece goes all the way under the mattress up to a queen size and then there is a strap to further secure it so it's not going anywhere and neither are you.
This is a quality product."
Able Life Bedside Mighty Rail,$39.00,4.7/5.0,https://www.walmart.com/ip/Able-Life-Bedside-Mighty-Rail/15751849,"The Able Life Bedside Mighty Rail is among the smallest, most economical bed rails on the market. Made of aircraft-grade, hardened anodized aluminum, it weighs less than 2 lbs and can support over 300 lbs. The full-size cushion handle allows for comfortable transfer in and out of bed. It also includes a 4-pocket organizer pouch to keep items handy. The Able Life bed rail can be installed on almost any home or hospital bed to enables those with injury or illness to lift themselves out of bed. This rail is collapsible and can fit into spaces as small as a carry-on suitcase, making it easy to travel with. The Able Life Bedside Mighty Rail is easy to install. Simply snap it together for a convenient assembly that doesn't require any tools.","My 89 year old father was nervous about falling out of his bed during the night (he would stack pillows on both sides of him!) Have been searching for small, lightweight bedside rails for him --definitely did not want them to be full bed-length or look like children's rails. These have been PERFECT for his needs!"
Silver Spring Adjustable Essential Overbed Table,$39.99,4.0/5.0,https://www.walmart.com/ip/Silver-Spring-Adjustable-Essential-Overbed-Table/356413263,"Remain comfortable in bed with the Silver Spring Adjustable Essential Overbed Table. It provides a beneficial solution for people with limited mobility who are unable to get out of bed for meals or who need access to a hard surface. This adjustable overbed table features a non-corrosive, heavy-duty steel frame for extended use with an attached table top made of a high-density board with a brown finish. The revolving H design slides easily under the bed. It also features an adjustable height that can accommodate beds of all sizes and a tilt feature that lets you raise and lower and slant forward or down to accommodate your personal needs. Plus, it has locking caster wheels that keep it secure. The Silver Spring Adjustable Essential Overbed Table has a laminate top that's easy to clean and use. It's ideal for meals, writing or reading as well as for keeping drinks, medications, phones and other necessities within reach.",Adjusts up and down and also the tray tilts. Nice quality. Works as intended.
Drive Medical Med Aire Alternating Pressure Pump and  ...,$51.00 - $52.66,3.9/5.0,https://www.walmart.com/ip/Drive-Medical-Med-Aire-Alternating-Pressure-Pump-and-Pad-System-Variable-Pressure/14692322,"The Med Aire Alternating Pressure Pump and Pad System with Low Air Loss by Drive Medical provides alternating pressure and is designed to be used in the prevention, treatment and management of Pressure Ulcers. The bubble pad provides superior therapeutic treatment alternating which of the 130 individual bubble cells are inflated or deflated every 5 minutes, never placing too much pressure on any affected area. The variable pressure, 4 LPM (liters per minute) pump produces a consistent air flow, adjustable pressure, and it's quiet technology alternately inflates and deflates the pads air cells.","Very satisfied with the alternating pressure pump and pad. However the pad does not match the online photo, but I'm happy it didn't. The pad received does not contain the extra ends to tuck underneath the mattress. This system is helping to heal a pressure sore, I can really tell the difference since we started using it. Tip the pad is longer than the bed when it's not inflated, but once inflated it meets specification. I like the on/off switch and the variable pressure knob(firm/soft). Normally run the pump on soft, there is some noise from the pump, but it's doesn't keep us awake. If you are use to sleeping with a fan running you won't have a problem with the sounds. The hooks on the pump make it easy to hang on the bed head board, the instructions indicate to hang on the foot of the bed, which would put the noise at the feet instead of your head (our bed did not have a footboard). Also I put on it on the front side of a full bed and it's working well."
Able Life Bedside Extend-A-Rail - Adjustable Length   ...,$79.00,4.5/5.0,https://www.walmart.com/ip/Able-Life-Bedside-Extend-A-Rail-Adjustable-Length-Adult-Home-Bed-Rail-and-Stand-Support-Handle-Included-Safety-Strap/39992211,"The Able Life Bedside Extend-A-Rail provides safety and support for you or your loved one while in bed or when getting out of bed. It easily extends from 20&quot; to 30&quot; in length to help prevent falls and possible injury. The Able Life bed rail secures to the frame with the included safety strap for added stability and is made to work on either side, making it adaptable for any bedroom setup. The device supports up to 300 lbs and fits 8&quot; to 16&quot; deep mattresses, allowing it be to be used with the bedding you currently have. In addition, it has the added safety feature of being suitable for standing assistance when not extended. It's easy to install and comes with everything you need to set it up.",Extremely happy with this purchase. Bought for my dad who had fallen out of the bed 5-6 times this year. Super easy to assemble and the long straps goes all the way to the other side so you can anchor for additional support. Easy to use and my dad is also pleased with this item. I definitely recommend it.
Deluxe Hand Bed Rail with Floor Support,$39.02 - $67.36,5.0/5.0,https://www.walmart.com/ip/Deluxe-Hand-Bed-Rail-with-Floor-Support/35391467,"The Endurance Hand Bed Rail with Floor Supports and Pouch is designed to help users get in and out of bed. The handle and floor supports are fully adjustable and can support users up to 300 lbs. Easy to install between mattress and box spring. Includes securing strap and non-slip sleeves that extend up to 43 inches under the mattress. Fits nearly all bed sizes. Warning: the Endurance Hand Bed Rail is not intended or designed to ensure that the user is confined to bed. If the user is at risk to roll out of bed, a hospital style bed rail should be used. The Endurance Hand Bed Rail is designed to help the user get in and out of bed safely.",Works good and solid support for person to pull them self in and out the bed . Even though the directions were not That hard to understand it took a while to assembly and measure out height for bed rail
Stander CarCaddie - Adjustable Vehicle Support Handl  ...,$12.99,4.8/5.0,https://www.walmart.com/ip/Stander-CarCaddie-Adjustable-Vehicle-Support-Handle/6372788,"Get the stability you need by using this Stander Carcaddie Adjustable Vehicle Support Handle. This product makes it easier to get in and out of your vehicle. The Stander handle can be used in a car, van or truck. It is an excellent tool for people with limited mobility. The car handle has a simple yet effective design that makes it easy to install. Simply roll down your window and put the end of the unit's strap around the top of the window frame. Then snap the buckle in place, adjust the handle height and roll up the window. Because it is not permanently installed and has an adjustable strap, you can carry it with you to use in other vehicles. Now you will not struggle no matter whose car you are riding in. This item is made of durable nylon. The cushion grip provides a comfortable gripping surface. The buckle has an ergonomic design, making it easy to open and close.",Just what I was looking for in my Acadia. I like to be able to hold onto it while riding. I bought 2 so there is one for the driver side also. Glad that it doesn't interfere with the automatic windows going up and down. During a recent rain it did not drip inside the vehicle.
"Carex Easy-Up Bed Rails For Elderly, Adult Bed Hand   ...",$59.99,4.3/5.0,https://www.walmart.com/ip/Carex-Easy-Up-Bed-Rails-For-Elderly-Adult-Bed-Hand-Rails-Safety-Rails-For-Seniors/14673411,"The Carex Easy-Up Bed Rail Support bar helps make it easy for you to get in and out of bed despite mobility issues. It stays in place once you're lying down in order to keep you from rolling off the bed in your sleep. This Carex bed rail has padding to make it easier to grip for both security and comfort. It makes a practical choice for those with limited mobility due to age or a recent injury. This health care product is convenient for patients in the hospital or at home and is easy to use. The release on this bed safety rail takes only one step to activate, so a caregiver can quickly raise or lower it when needed. It comes unassembled, but putting it together is fast and easy and requires no additional tools. This unit can hold up to 300 lbs at a time to provide safe and sturdy support. It's designed to fit virtually any bed so you can use it with an existing bedroom setup.","My mother in law is suffering from Alzheimer's disease and gets out of bed, yes, then falls.  She is getting worse every day so we purchased this bed rail to help avoid her falling and breaking her neck or bones.  It has been a great deterrent and now we do not have to worry whether or not she is able to get up, she cannot.
She has a king size bed, and both rails compliment each other. One rail is permanent which is up by her head, and the other has a strap you pull to let the rail down so as to let her out of bed.
We are grateful for this bed rail and recommend it to anyone who is remotely looking to purchase it."
Drive Medical Air Mattress Overlay Support Surface,$26.05,5.0/5.0,https://www.walmart.com/ip/Drive-Medical-Air-Mattress-Overlay-Support-Surface/17351566,"The Air Mattress Overlay Support Surface by Drive Medical's unique construction allows for efficient air flow throughout the mattress for use in the treatment and prevention of pressure ulcers. The air flow holes in the mattress, reduce heat and fluid build up, ensuring that the affected areas remain well ventilated and dry for proper healing. The adjustable bed straps prevent the mattress from moving and ensuring user safety and comfort.","The first time I blew it up, it went flat by the next day. It was my fault. Probably didn't read the directions thoroughly. Make sure you only take the small cap off, and there's a ""bladder"" type valve you blow into. If the air comes out before you get the cap on you are filling it incorrectly (like I did). 

If you need to let air out, as I did, take a small object (unsharpened pencil or the like) and GENTLY push the bladder down for a second. If you need to empty it, undo 2nd ring.

Very sturdy, well made product. I sleep on it nightly."
DMI Ortho Bed Wedge Elevating Leg Rest Cushion Pillo  ...,$28.00,4.1/5.0,https://www.walmart.com/ip/DMI-Ortho-Bed-Wedge-Elevating-Leg-Rest-Cushion-Pillow-8-x-20-x-24-Blue/7079356,"DMI Ortho Bed Wedge Leg Rest Cushion Pillow <br />If you suffer from back pain, knee pain, varicose veins, phlebitis or restless legs, this cushion could help you achieve a more comfortable night's rest. Keeping your legs elevated at night can help to take pressure off your lower back, legs and knees. This supportive foam pillow will help elevate your legs at the proper angle so you won't have to resort to using pillows not designed for this purpose. Set the cushion at the foot of the bed and rest your legs on it. The bed wedge includes a removable blue poly/cotton which is machine washable. 8&quot; x 20&quot; x 24&quot;.","Product is excellent, the only issue is that, who ever take control of the quality control is not inspecting the product before they go out, in my case my items had like a Orange spot on the foam and covers looks like stain of someting spill on both items, other than that the product is excellent."
Stander BedCane – Height Adjustable Home Assist Bed   ...,$69.00,4.7/5.0,https://www.walmart.com/ip/Stander-BedCane-Height-Adjustable-Home-Assist-Bed-Rail-Support-Handle/6372782,"The Stander BedCane Home Assist Height Adjustable Bed Rail and Support Handle attaches to most home, hospital and adjustable beds. It is made from sturdy steel and by design can support up to 300 lbs. The Stander bed rail includes an attachable four-pocket organizer pouch for storage of remote controls, books or magazines. The wooden board slides under your mattress, then the safety strap is fed through to the other side and wrapped around the bottom of the bedframe. This attaches the railing to the bed snugly and securely. The hex wrench needed for quick assembly is included.","I purchased this BedCane for my 92 year old mother. The bedcane stays securely in place under the mattress and does not move when she uses it to pull herself up out of her bed. With the cane adjusted to the tallest setting, it is the correct height for my mother's standard size mattress. This cane would not work for pillowtop or thicker mattresses. The handle is not completely stationary. It does move some. This is not a problem and may reduce stress on the wrist.

A word of caution - my mother's physical therapist recommended we buy this type bedcane for my mother to use. However, the assisted living facility where my mother resides has now informed me that the physical therapist was wrong. This bedcane does NOT meet their safety requirements. If you are purchasing this cane for use in a care facility, verify that this cane can in fact be used at that facility."
Drive Medical Home Bed Assist Grab Rail,$38.31,4.7/5.0,https://www.walmart.com/ip/Drive-Medical-Home-Bed-Assist-Grab-Rail/15935796,"The home bed assist rail by Drive Medical provides patients with assistance getting into and out of the bed. This model features a safety strap you wrap around the mattress or box spring to ensure a safe and secure fit. The extra long strap fits single, twin, double, queen, or even king-sized beds. The removable powder-coated steel handle includes a &quot;mid bar,&quot; which creates a reliable grip at any height, and can be detached when not in use. The product arrives in two pieces and requires simple, quick tool-free assembly (Also available with bed board).",My husband was having trouble sitting up in bed after his stroke. This made it possible for him to sit up by himself. I would definitely recommend the strap that goes around the mattress otherwise it tends to come out from under the mattress.
Drive Medical Adjustable Height Home Bed Assist Hand  ...,$27.83,4.5/5.0,https://www.walmart.com/ip/Drive-Medical-Adjustable-Height-Home-Bed-Assist-Handle/17351608,"The Adjustable Height Home Bed Assist Handle from Drive Medical provides assistance for getting in to and out of your home-style bed. You won't have to worry about the fit since the handle attaches to either side of the bed. It simply slides underneath the mattress and includes an added feature on the base bar, &quot;no-slip foam&quot; that helps hold the bar in place. The removable handle is part of an all steel, chrome-plated construction that is strong, solid and easy to clean. The unit arrives in three pieces and can be assembled quickly and tool-free, and it also can be adjusted flat for easier storage.",Everything works great except for the extension piece to change the height it is loose and makes the handle wobbly.
Memory Foam Waist Pillow Slow Rebound Lumbar Pillow   ...,$15.95,4.1/5.0,https://www.walmart.com/ip/Memory-Foam-Waist-Pillow-Slow-Rebound-Lumbar-Pillow-Cushion-Office-Car-Waist-Cushion-Relieve-Fatigue-Pressure/10105197,"Experience relief without medication with this Carex Lumbar Support Cushion. It's ergonomically designed to provide support and help alleviate lower back pain by promoting good posture. This highly versatile cushion can be used at home, at work or when traveling. Made with premium quality memory foam, it reacts fast to provide instant relief and recovers slowly for long-lasting support. It comes with a removable hypoallergenic soft cover for easy machine washing. This memory foam lumbar support cushion is also small enough to store almost anywhere when not in use.","I'm 5'7"" 130lbs, and I find that this lumbar support cushion is a little too thick to sit comfortably in my car, it pushes me so far forward that I can't lean my upper back on the seat. That being said, for that exact same reason, it's a miracle worker at my desk job. It forces me to sit up more and not slouch, which helps my back, it also pushes me forward on my office chair to be closer to my keyboard and thus, much more ergonomical to work. I think the strap on the cushion is WAY too short, it wouldn't fit over my car seat or my office chair ( I ended up cutting the strap and sewing on elastic bands to each side then using sew-on velcro to make it work, which was an extra 15"" of strap). So, although I had orginally bought it for the car, I think it's too thick, but for that same reason works wonders for posture and egronomics at my desk job."
"LogicMark Freedom Alert Emergency Alert System, 1ct",$267.50,4.5/5.0,https://www.walmart.com/ip/LogicMark-Freedom-Alert-Emergency-Alert-System-1ct/15935639,<p>Call up to four custom contacts and then the 911 emergency operator with the touch of a button using the LogicMark Freedom Alert Emergency Alert System (1-Count). It provides complete call coverage in and around most homes. The LogicMark Freedom alert emergency system is VoIP compatible and works on regular home telephone lines. Help is just seconds away with the world's smallest 2-way voice emergency pendant communicator.</p>,"After researching  several other  devices  such as the Freedom  Alert ,  I found  that for the money it could not be beat.. The purchase price is less than one would  pay if subscribing  to any other device for a year or less. Also no installation  or activation  fees.
One of the things that really impressed me was the 2 way communication ,  that works thru the pendant, so I  can be anywhere within 600 feet of the base  and be able to call for help, either  by calling any contact I program in or 911. I particularly  liked the fact it calls 911 instead  of  a call center located who knows where, which could take more  time.
I have tested it in all parts of my home, basement to second floor and the perimeter  of my yard with excellent  reception . 
Luckily I have had no emergency sine receiving but feel confident  it will be  there and do its job."
"Carex Health Brands Carex  Seat Cushion, 1 ea",$26.88,4.2/5.0,https://www.walmart.com/ip/Carex-Health-Brands-Carex-Seat-Cushion-1-ea/10105194,"Seat Cushion, Memory Foam 1 cushion 3 inch H x 16 inch W x 18 inch D. Caring for you. Premium quality self-molding memory foam provides a comfortable seating surface. Helps maintain proper posture and provides stability while seated. Hypo-allergenic. Removable washable cover. Fits most standard wheelchair and transport chair seats. Sitting is more comfortable with an orthopedic seat cushion that is designed to fit the contours of your body. The Carex seat cushion is ergonomically designed to promote proper posture and provide comfort, support and stability while seated. The high quality memory foam in the Carex seat cushion retracts fast to provide instant relief and comfort, and provides slow memory foam recovery for longer support. The removable soft polyester and rayon cover zips off easily for machine washing. Made in China. 1 cushion PO Box 2526 Sioux Falls, SD 57101-2526 800-328-2935 2009","The product did what it was supposed to do. My wife and I both suffer from boney senior citizen butt, and the cushions made a long car trip much more pleasant. An advantage and a disadvantage: The cushion gives you about two inches of extra height. My shorter wife liked that. I could not drive one of our cars with the cushion because of lack of headroom. Also, pay attention to putting the tag side up - much more comfortable."
Able Life Able Tray - Bamboo Swivel TV Tray & Laptop  ...,$149.00,4.7/5.0,https://www.walmart.com/ip/Able-Life-Able-Tray-Bamboo-Swivel-TV-Tray-Laptop-Tray-Table-with-Safety-Support-Handle/49909427,"Get onto and off of your favorite sofa or large comfy chair easily with this Able Life Able Tray. It features a couch-side handle that makes it easy to stand from a sitting position. This couch-side tray measures 16&quot; x 18&quot; and can support up to 30 lbs. It conveniently swivels so you can eat, work on crafts, read or surf the web from your laptop. The tray includes a built-in cup holder and a separate compartment for keeping utensils, pens, glasses and more. The sturdy base adjusts in depth from 20&quot; to 36&quot; to fit a wide range of couches and chairs. It also features super rubber grip pads that prevent movement and protect your floor from damage. The handle height of this Able Life Able Tray is adjustable from 34&quot; to 40&quot; and can support up to 250 lbs. The neutral color blends in with your living room decor so you can maintain the comforting feeling of your home. <br />","My 93 year old mother, who is average height, found that the writing desk was too high for her to write comfortably on the desktop.  It was set on the lowest setting so it could not go any lower.  Even when I put some cushions in her chair to raise her up, the desk  top  was still too high (not to mention that she had difficulty sitting down on the stack of cushions before being completely seated).

One other problem was that when I was disassembling the table,  the spring-loaded pin (for the height adjustment) popped down into the cylinder on one side and was only accessible through the other side.

The concept for the table is good, but these problems made it unworkable for our needs."
Automatic Adjustable Overbed Table with Woodgrain To  ...,$72.00,2.8/5.0,https://www.walmart.com/ip/Automatic-Adjustable-Overbed-Table-with-Woodgrain-Top/35294540,"This Automatic Adjustable Overbed Table with Woodgrain Top is ideal for people recovering from surgery, with chronic back pain or for those with limited mobility. It has a heavy-duty, non-corrosive metal frame that adjusts from 30&quot; up to 42.5&quot; high. This rolling overbed table also has a large table top that measures 15&quot; x 31&quot; and is made of durable melamine with a laminated wood grain finish. Plus, it has four 2&quot; swivel casters that allow it to move freely from one location to another. This table comes with complete instructions for a quick, easy assembly.  <br />",Great table. Could be shorter wheel bar to slide under a loft chair
