Medline Toilet Safety Frame Rails,$35.65,4.5/5.0,https://www.walmart.com/ip/Medline-Toilet-Safety-Frame-Rails/44629011,"Medline Toilet Safety Rails have convenient adjustable handles that rotate back. This allows for a wide range of comfortable and secure gripping positions. They can be adjusted for both height and width. These toilet rails have closed cell armrests for a comfortable, sure grip. They are designed to accommodate both standard and elevated toilet seats. This set is easy to clean and the aluminum frame mounts securely onto the bowl with an adjustable bracket. These rails can safely support up to a 250 lbs weight capacity.","This is a great, stable option for someone needing ""toilet"" support.  We installed this for our 83 year old dad.  It has made his ""toilet activity"" so much easier.  It is light, easy to install and very stable.  It is suitable for a fairly narrow space.  Details that might be helpful.  He's had two hip replacements and is weak in the hips and knees.  As he's aged, his upper body is weaker so it's more difficult for him to rely on his ""athletic strength"".  He weighs appx 215lbs."
"Zimtown Shower Chair with Arms - Strong, Secure Bath  ...",$38.99,5.0/5.0,https://www.walmart.com/ip/Zimtown-Shower-Chair-with-Arms-Strong-Secure-Bathtub-Chair-Shower-Bench-with-Non-Slip-Feet-Padded-Arms/167318120,"<strong>Introductions:</strong> <br />Aging becomes a trend. For those old people who live alone, security becomes a significant issue. To greatly and effectively ensure the elder's safety, it is a must have to prepare this Ergonomic Old People Bathroom Armchair CST-3052 for them. The armchair can largely avoid slip risk in the bathroom. It is made with premium plastic, rubber and aluminum alloy, durable for long-term use. It features excellent anti-sliding performance, suitable for bathroom use especially. Thanks to its ergonomic design, it is comfortable to use, without any pain or hurt. Come and try one! <br /> <strong>Features:</strong> <br />1. Padded arms can both be independently removed as desired <br />2. TWith straightforward illustrations and descriptions, and a simple, tool-free assembly <br />3. Apply to seniors, elderly, disabled and those injured or facing limited mobility. <br />4. Heavy duty aluminum frame that can support up to 300 pounds. <br /> <p><strong>Specifications:</strong><br />1. Chair Back Dimensions: (16.54 x 7.09)&quot; / (42 x 18)cm (L x W)<br />2. Material: Plastic &amp; Rubber &amp; Aluminium Alloy</p>",Pretty easy to put together - no tools. Now I can scrub my feet without having to worrying about falling in the shower. It's a nice sturdy chair
Medline Adjustable Toilet Safety Rails,$27.99,3.9/5.0,https://www.walmart.com/ip/Medline-Adjustable-Toilet-Safety-Rails/21782269,"Handles are adjustable and rotate back to allow a wide range of comfortable and secure positions. Closed cell foam armrests provide a comfortable, sure grip. Adjustable height 26 to 31&quot; (66 - 74 cm) accommodates standard or elevated toilet seats. Easy-to-clean aluminum frame mounts securely onto bowl with adjustable bracket 18 to 24&quot; (46 - 6 1cm). Height Adjustment armrest to floor: 26 - 31&quot; (66 - 74 cm); Width Adjustment between armrests: 8 - 24&quot; (46 - 61 cm); Overall Depth: arm 16.75&quot; (43 cm), at leg 12&quot; (30 cm)","I bought this for my 91 yr old mom. I noticed her difficulty rising. If the commode sits alone, our elders need to find a weight bearing support to rise from a sitting position. I chose this design because of the adjustability and the rubber tips to hold it in place."
Adjustable Molded Shower Chair with Arms & Back,$43.34 - $53.91,4.6/5.0,https://www.walmart.com/ip/Adjustable-Molded-Shower-Chair-with-Arms-Back/35306400,"Do not worry anymore about falling in the shower when you use the Essential Medical Supply Shower Bench. This new product features padded removable arms for both comfort and safety. This adjustable shower bench also features a large, texturized seat and an aluminum anodized frame to prevent rust and frame turning color. Its non-slip tips and drain holes provide additional safety. Seat Dimensions: 13&quot; x 16&quot; Height Adjustment: 16&quot; - 20&quot; Weight Capacity: 300lbs.",This chair is complicated to put together. Some of the directions are not clear. I bought it as a gift; the person who received this chair is enjoying it.
Drive Medical Stand Alone Toilet Safety Rail,$33.99,4.5/5.0,https://www.walmart.com/ip/Drive-Medical-Stand-Alone-Toilet-Safety-Rail/16515130,"If you suffer from poor balance, arthritis, limited mobility, or injury issues, you know how difficult many everyday activities can be. Don't let something as simple as using the bathroom be one of them! Using the Toilet Safety Rail offers secure assistance when sitting on, or standing up from, the toilet. This free-standing unit is assembled easily without tools to surround your existing toilet, whether standard or elongated. The padded handles are easy to grip and comfortable to rest your arms on. It even has a handy magazine rack attached to keep your reading materials in reach!","I wanted to use the product to get up when using the toilet. I could not get up because of the arthritis in my legs. Luckily I am a do it yourselfer, I lowered the side rails.
Maybe I had the wrong idea of what it was designed for. If you have arthritis in your legs and want to use this product to stand up, you will have a problem. The side rails should be adjustable.
I would say yes to a friend but tell them my situation using it."
"Healthline Heavy Duty Bariatric Commode, Portable Me  ...",$68.06,0.0/5.0,https://www.walmart.com/ip/Healthline-Heavy-Duty-Bariatric-Commode-Portable-Medical-Bedside-Commode-Toilet-Safety-Seat-Arms-3-1-Folding-Shower-Commode-Chair-Elderly-Extra-Wide/738648490,"This Heavy Duty Bariatric Bedside Commode by Healthline Trading is easy to assemble and maintain. It provides a simple solution to a complicated safety-related problem for those who have undergone a bariatric procedure and are recovering. Constructed with gray powder coated sturdy steel tubing, it can act as the perfect safety frame for a bariatric patient on a day to day basis. The commode makes sitting down and standing up simple and swift. This commode seat is equipped with plastic armrests that make grabbing comfortable and safe, keeping you stable when standing up. Possesses up to 400 lbs weight capacity. The commode allows you to sit comfortably, and features a removable padded back and height-adjustable legs. The commode can be folded, making travel much easier. No tools are necessary for assembly, making the unit fuss-free. This bariatric commode comes with a durable plastic snap-on seat which is easy to clean and take care of. The sturdy plastic seat can be easily removed and cleaned thanks to the cover, carry handle and splash guard. The commode bucket is easily removed from behind when necessary.",I like the fact it is extra wide. Worth the price I paid for it.
Full Leg Cast Protector SEAL-TIGHT® Polyvinyl 32 Inc  ...,$9.48,4.8/5.0,https://www.walmart.com/ip/Full-Leg-Cast-Protector-SEAL-TIGHT-Polyvinyl-32-Inch/15249936,"Easily keep your injury covered using the Seal-Tight Adult Leg Freedom Cast Bandage Protector. It's can be used for therapeutic care, in the shower or while bathing. This home health care product provides a waterproof seal over a cast or bandage. You can reuse it once you have finished with it or you can throw it away. It's easy to apply and is made from durable materials. This item is a must-have for someone that has been recently injured.",Just had foot surgery. My doctor told me I had to keep my foot dry for two weeks. I was worried the first time I took a shower with the seal-tight freedom protector but it's been nearly a week and not one drop of water has passed through the seal. Believe that this product will work and keep the entire area of your leg dry. I love it.
Drive Medical Bariatric Heavy Duty Bath & Shower Cha  ...,$46.06 - $57.99,4.5/5.0,https://www.walmart.com/ip/Drive-Medical-Bariatric-Heavy-Duty-Bath-Shower-Chair-with-Backrest/17284712,"With a 500-pound weight capacity, this bariatric bath bench from Drive Medical is strong and sturdy. A cross brace attached with aircraft style rivets provides dependable strength. The blow molding on the back and seat are contoured to provide extra comfort. Drainage holes in the seat reduce slipping, while adjustable height legs ensure a proper fit. The aluminum frame is lightweight, durable and corrosion proof.","Shipping box was light enough to handle and I'm pretty weak. Just a screwdriver and pliers to put together and had clear instructions. Had a little fight with installing the cross brace, but doing both sides of#1 the #2 made it easier. Seat feels sturdy and secure under my very heavy frame. Legs get pretty high, compared to my rickety old seat, which wasn't designed for a bariatric individual. Since it is light enough to carry, I can use it for cleaning tasks, around the house, since my standing time is limited."
Soozier Rectangular Adjustable Height Mobility Medic  ...,$18.39,5.0/5.0,https://www.walmart.com/ip/Soozier-Rectangular-Adjustable-Height-Mobility-Medical-Grade-Stabilized-Shower-Seat-Bath-Stool/120934978,"As we age, we sometimes need a little help making our daily routines easier. If you or someone you know suffers from aging ailments or from issues related to injuries, this medical raised shower stool can give you the power to regain your freedom and live an assistance-free life. This HomCom medical grade shower stool with stability suction and height adjustment provides a stable, waterproof place to sit while showering or bathing. Each leg is equipped with a suction foot to help stabilize this stool in the shower. The polyethylene seat is textured and drilled with drainage holes to help eliminate pooling water and provide grip to help prevent slipping and includes handles for increased stability. This chair is lightweight and portable and supports up to 300 lbs. Don't let age or past injuries stop you from living the kind of life you want to live. Live better, and assistance-free, with a medical shower stool from HomCom. <br /> <br /> <b>Features:</b> <br />- Lightweight and compact size is able to fit in any shower or tub <br /> - Suction tips on each leg for improved stability <br /> - Textured seat includes drainage holes to help prevent pooling water and slipping <br /> - Handles on either side of the seat help increase personal stability <br /> - Made of durable aluminum with a polyethylene seat <br /> - Adjustable seat height from 15&quot; to 22&quot; from the floor <br /> - Supports up to 300 lbs of weight <br />  <br /> <br /> <br /> <b>Specifications:</b> <br />- Color: Cream White <br /> - Materials: Aluminum, Polyethylene Seat <br /> - Weight Capacity: 300 lbs <br /> - Overall Dimensions: 20&quot; L x 12&quot; W x 15&quot; - 22&quot; H <br /> - Net Weight: 4.5 lbs <br />  <br /> <br /> <br />","excellent design, simple to assemble, and easy to adjust."
"Safe-er-Grip 24"" Bath & Shower Safety Handle",$19.59,4.3/5.0,https://www.walmart.com/ip/Safe-er-Grip-24-Bath-Shower-Safety-Handle/16199932,"The Safe-er-Grip Bathtub &amp; Shower Handle is the perfect bath safety item for anyone who needs extra confidence and assist to balance themselves getting in or out of the tub or shower, but who does not necessarily need to use their full body weight to pull themselves up that a traditional screw in the wall permanent grab bar provides. The powerful suction cup design of this bar allows the user to enter and exit a wet and slippery tub or shower safely and with confidence while also providing flexibility of position and placement as attachment and removal is extremely easy with no tools required.","My wife and I are now both Medicare eligible, which means our balance isn't what it once was. A grab bar in the shower seemed like a good idea. We have an acrylic shower enclosure, so I was not keen on drilling holes in the walls. This suction-installation device seemed like it was worth the try. I put it in about a week ago, and so far it has stuck like glue. It is not meant to take your full body weight, but rather to provide something to hold on to in order to maintain balance, and it has done that well so far. Our shower enclosure is a 'biscuit' color, so it would have been nice to have color choices other than white. Actually, ours seem to have a tinge of rose color to it in certain lights. I was pleased when I opened the package to find that instead of aqua as the complementary color as shown in the photos, it was a light gray which matches far better."
Zimtown Adjustable Height Medical Elderly Bath Tub S  ...,$24.29,5.0/5.0,https://www.walmart.com/ip/Zimtown-Adjustable-Height-Medical-Elderly-Bath-Tub-Shower-Chair-Bench-Stool-Seat-White/240206853,"<p><strong>Introductions:</strong><br />You may need to prepare a bath chair in your house for the old people. With the chair, the old could be largely protected from any potential danger while bathing. Our Aluminum Alloy Old People Bath Chair CST-3011 is made with heavy-duty anodized aluminum frame with a weight capacity of 300lbs. Aluminum frame is lightweight, durable and corrosion proof. Easily lifts with built-in side handles. Its unique angled legs with non-skid rubber tips allow users' weight to be distributed over a larger area making the shower chair ultra-safe and stable. Wide base and curved, anti-slip platform can further ensure the stability. How about giving it a try?</p> <p>&nbsp;</p> <strong>Features:</strong> <ul>  <li> Lightweight - made with heavy-duty anodized aluminum frame with a weight capacity of 300lbs. Easily lifts with built-in side handles</li>  <li> Stable - unique angled legs with non-skid rubber tips allow users' weight to be distributed over a larger area making the shower chair ultra-safe and stable</li>  <li> Adjustable - legs are height adjustable</li>  <li> No tools needed - tool-free Assembly of seat and legs. Super easy to Assemble and Comes with easy to ready manual</li>  <li> Designed for the old to avoid any potential danger when they are bathing</li> </ul> <p><strong>Specifications:</strong></p> <ul>  <li> Seat Dimensions: (20.08 x 12.20)&quot; / (51 x 31)cm (L x W)</li>  <li> Material: Plastic &amp; Rubber &amp; Aluminium Alloy</li>  <li> Color: White</li>  <li> Weight: 64.55oz / 1830g</li>  <li> Model: CST-3011</li>  <li> Seat Height(Sert to Floor Height): 35.5~51cm</li>  <li> Static Weight Capacity: 300lbs / 136kg</li> </ul> <p>&nbsp;</p> <strong>Package Includes:</strong> <ul>  <li> 1 x Elderly Bath Chair without Back of a Chair<br /><br /><font color=""#0080ff""><br /><strong>Warm Prompt:</strong><br />Please confirm the product size before purchasing, and confirm that our product size is in line with your requirements</font></li> </ul>",Quality product. Sturdy and well designed and built.
Ktaxon Bath Shower Chair Adjustable Medical 8 Height  ...,$25.92,4.5/5.0,https://www.walmart.com/ip/Ktaxon-Bath-Shower-Chair-Adjustable-Medical-8-Height-Bench-Bathtub-Stool-Seat-White/819205914,"<p><strong>Features:</strong><br />1. Superb anti-sliding design and comfortable gripping<br />2. Top-grade materials ensure its excellent durability and reliability<br />3. It offers super comfort and reliable support<br />4. <a href=""https://www.walmart.com/ip/Ktaxon-Adjustable-Bath-Chair-Medical-Shower-Stool-Heavy-duty-Bathtub-Chair-Bath-Bench-Without-Back/442925074"" style=""color:#0879c9;text-decoration:none;""><strong>Want the upgraded product of Bath Chair?Click here. </strong></a><br />5. Designed for the old to avoid any potential danger when they are bathing<br /></p> <p><strong>Specifications:</strong><br />1. Seat Dimensions: (20.08 x 12.20)&quot; / (51 x 31)cm (L x W)<br />2. Material: Plastic &amp; Rubber &amp; Aluminium Alloy<br />3. Color: White<br />4. Weight: 64.55oz / 1830g<br />5. Model: CST-3011<br />6. Seat Height(Sert to Floor Height): 35.5~51cm</p> <p><strong>Package Includes:</strong><br />1 x Elderly Bath Chair without Back of a Chair<br /><br /><span style=""color:#0080ff""><br /><strong>Warm Prompt:</strong><br />Please confirm the product size before purchasing, and confirm that our product size is in line with your requirements</span></p>",Love the caps on the legs sturdier than the majority plus the extra  height is great.  Would highly recommend.
"Medline Bath Chair with Back, Gray",$33.21,4.4/5.0,https://www.walmart.com/ip/Medline-Bath-Chair-with-Back-Gray/7983654,"Upgrade your bathroom with the Medline Bath Chair (with Back). It is designed to assist individuals who have difficulty sitting in a standard tub or standing in the shower. It provides easy access and maneuverability when bathing, making it ideal for those who have limited back strength or balance. Non-slip, rubber feet resist slipping on the bathtub or shower floor while the durable aluminum frame resists corrosion. The legs of the Medline bath bench are height-adjustable in 1&quot; increments for a proper fit. A high-density polyethylene and curved seat design ensure maximum comfort and stability. This bench also features built-in hand grip and tool-free assembly.","it took me a minute to figure out how to put this together after that the first experience with it was to notice how comfortable it is or either just to sit, unbelievable.
for the days when you not to sure about standing this has proved to be the right item to fix those very small worries. i would say it is of good quality as i have already said it is very stable does not wiggle like others i have seen. since i don't know everyone's needs i will only then say it was the right choice for me. the only problem you then have if you have a shower hand held wand, is wanting to leave the shower and massages."
"Equate Male Urinal, 32 Oz",$5.92,4.4/5.0,https://www.walmart.com/ip/Equate-Male-Urinal-32-Oz/14179134,"<p>Equate Male Urinal is designed to prevent spills and odors with an attached snap-on lid. It features a sturdy grip for easy handling and can be used in several positions. This urinal is lightweight, durable and easy to clean. It is translucent and graduated on the side for accurate measurement, with a volume capacity of up to 1000 cc. The tilted neck ensures the content is secure even if the urinal is kept horizontally. Ideal for hospitals or the elderly at home, this Equate Male Urinal is a useful medical accessory to have.</p> <p>Making the right health decisions can be challenging. With a complete range of products and simple solutions, Equate allows you to take care of your family with confidence.</p> <br />",This is a must have product. It comes in handy for multiple reasons.  Is one of the boys sick in bed? Maybe he's home alone and gets dizzy getting out of bed and has to pee.  Or maybe he's just lazy. There are numerous reasons and excuses. But this isn't just for the home. How about a hunter's special? Up in a tree and gotta go? What about a mid-night wake up call and you don't want to put layers of clothes on just to go outside to pee?  Do you have young boys that can't hold it on a road trip? This is perfect for any situation.
Lightweight Molded Toilet Seat Riser (5 Inch Lift),$17.99,4.6/5.0,https://www.walmart.com/ip/Lightweight-Molded-Toilet-Seat-Riser-5-Inch-Lift/467034867,,"Bought this for after my knee surgery. Haven't used it yet, but I tried it on the toilet seat and it popped right on. Very easy and the price was right!"
Zimtown Tool-Free Assembly Spa Bathtub Adjustable Sh  ...,$38.99,5.0/5.0,https://www.walmart.com/ip/Zimtown-Tool-Free-Assembly-Spa-Bathtub-Adjustable-Shower-Chair-Seat-Bench-with-Removable-Back/879568984,"<p><strong>Features:</strong></p> <ul>  <li> Made of high quality aluminum alloy material, eco-friendly PE backrest and seat, waterproof, anti-corrosion and not easy to rust</li>  <li> It has passed the SGS test and the FDA authentication</li>  <li> It has a drainage outlet on the surface, and the surface of the seat board features clear and anti-skid texture, also there are 12 drainage holes to avoid soak in the water, which is comfortable</li>  <li> It has handrails on both sides of the board, easy to move</li>  <li> A card slot design on the seat board can be hung with a shower head, so it's convenient for use without stand up</li>  <li> Ergonomic seat board and backrest, comfortable to seat and lie on it</li>  <li> 6 levels for adjustment, suitable for different heights of people</li>  <li> If no backrest is needed, the backrest can be dissassembled</li>  <li> Can be used as a bath stool or a normal home chair, suitable for use in a variety of places, such as bedrooms, bathrooms, hospitals, tec   <ul>    <li><br /><strong>Specifications:</strong>     <ul>      <li> Chair Back Dimensions: (15.35 x 9.06)&quot; / (39 x 23)cm (L x W)</li>      <li> Material: Plastic &amp; Rubber &amp; Aluminium Alloy</li>      <li> Color: White</li>      <li> Weight: 95.59oz / 2710g</li>      <li> Model: CST-3012</li>      <li> Seat Height(Sert to Floor Height): 35.5~51cm</li>      <li> Chair Back Height: 72~87.5cm</li>      <li> Seat Dimensions: (20.08 x 12.20)&quot; / (51 x 31)cm (L x W)</li>      <li> Static Weight Capacity: 300lbs / 136kg</li>     </ul><br /><strong>Package Includes:</strong><br />1 x Elderly Bath Chair <br />1 x User Manual<br /><br /><font color=""#0080ff""><br /><strong>Warm Prompt:</strong><br />Please confirm the product size before purchasing, and confirm that our product size is in line with your requirements</font></li>   </ul></li> </ul>","This chair was really easy to assemble. It was a breeze to adjust to her height ,It still gave the security of a chair and the ease cleaning everything/"
CALHOME Adjustable Medical Shower Chair Bathtub Benc  ...,$44.70,4.8/5.0,https://www.walmart.com/ip/CALHOME-Adjustable-Medical-Shower-Chair-Bathtub-Bench-Bath-Seat-Stool-Armrest-Back-White/548167460,"Material: Aluminum &amp; High-density polyethylene  <br /> This adjustable bath chair is perfect for those who have difficulties with extended periods of standing in the shower, or for those who enjoy having a comfortable seat while bathing. <br /> It is integrated with two sturdy handles for entering or exiting the shower safely that also act as comfortable arm rests when seated. The aluminum frame is corrosion resistant, light weight, and very durable. <br /> The deep, wide, Polyethylene seat, along with back rest, offers a very comfortable surface that maximizes both safety and stability for its users.  <br /> The integrated suction cups on every chair leg ensures the security and stabilization during usage, making this chair a MUST have for anyone who needs some assistance to independently shower safely. <br /> Specifications: Weight Capacity: 220 lbs 12 drainage holes on the seat. 5 level of seat height adjustments from 16 1/4inch to 21 1/4inch (1inch for a level) <br /> Seat Dimension: 15 3/4inch x 13inch.  <br /> Seat to Back Height: 7 3/4inch. Back Height: 28inch-33inch (adjusted by seat height). Base Dimension: 19 inch x 19 inch.  <br /> The overall dimension with back installed is 20inch(L) x 17inch(W) x 28inch - 33inch(H). <br /> The overall dimension without back is 20inch(L) x 17inch(W) x 16 1/4inch - 21 1/4inch(H).  <br /> Package Includes: (1) x Medical Shower Chair (1) x Assembly manual","it's perfect fro my mom who is 84 years old and has trouble standing for long periods of time, so now she can sit longer in the shower"
